Home Zip/Postal,First Date Received,Last Date Received,# of Gifts,Avg. Contribution Amount,Total Amount
24054,5/16/23,5/16/23,1,$40.00,$40.00
24064,5/1/24,5/1/24,1,$150.00,$150.00
24066,12/31/12,12/31/12,1,"$1,000.00","$1,000.00"
24067,11/20/11,11/20/11,1,$25.00,$25.00
24086,11/3/23,11/3/23,1,$100.00,$100.00
24120,11/15/23,11/15/23,1,$100.00,$100.00
24122,1/22/19,1/22/19,1,$10.00,$10.00
24127,11/28/23,11/28/23,1,$10.00,$10.00
24133,1/1/16,1/1/16,1,$20.00,$20.00
24224,11/22/23,11/22/23,1,$20.00,$20.00
24237,5/20/24,5/20/24,1,$50.00,$50.00
24258,3/29/20,3/29/20,1,$25.00,$25.00
24266,3/4/20,3/4/20,1,$100.00,$100.00
24283,3/12/12,3/12/12,1,$15.00,$15.00
24290,12/31/21,12/31/21,1,$250.00,$250.00
24292,11/27/23,11/27/23,1,$35.00,$35.00
24314,10/9/23,10/9/23,1,$25.00,$25.00
24370,4/7/24,4/7/24,1,$20.00,$20.00
24437,2/11/15,2/11/15,1,$20.00,$20.00
24448,3/1/24,3/1/24,1,$150.00,$150.00
24464,11/8/23,11/8/23,1,$250.00,$250.00
24467,5/3/24,5/3/24,1,$20.00,$20.00
24472,8/22/20,8/22/20,1,$20.20,$20.20
24487,4/30/20,4/30/20,1,$25.00,$25.00
2450,12/8/23,12/8/23,1,$8.00,$8.00
24522,11/26/21,11/26/21,1,$15.00,$15.00
24534,5/1/20,5/1/20,1,$25.00,$25.00
24569,9/24/17,9/24/17,1,$100.00,$100.00
24574,11/15/23,11/15/23,1,$400.00,$400.00
24577,4/11/24,4/11/24,1,$20.00,$20.00
24578,4/24/20,4/24/20,1,$25.00,$25.00
24586,12/1/23,12/1/23,1,$50.00,$50.00
24598,2/25/21,2/25/21,1,$50.00,$50.00
24620,7/29/23,7/29/23,1,$20.00,$20.00
24630,2/7/18,2/7/18,1,$20.00,$20.00
24712,4/16/20,4/16/20,1,$50.00,$50.00
24853,6/25/23,6/25/23,1,$20.00,$20.00
24983,3/31/21,3/31/21,1,$100.00,$100.00
2499,2/14/24,2/14/24,1,$5.00,$5.00
25031,11/3/23,11/3/23,1,$20.00,$20.00
25053,3/29/20,3/29/20,1,$50.00,$50.00
25063,5/10/20,5/10/20,1,$25.00,$25.00
25070,12/18/20,12/18/20,1,$25.00,$25.00
25123,4/24/24,4/24/24,1,$50.00,$50.00
25265,6/10/22,6/10/22,1,$5.00,$5.00
25301,2/3/16,2/3/16,1,$20.00,$20.00
25312,9/28/20,9/28/20,1,$50.00,$50.00
25320,1/18/24,1/18/24,1,$5.00,$5.00
25506,11/14/17,11/14/17,1,$50.00,$50.00
25508,11/24/20,11/24/20,1,$10.00,$10.00
25510,4/30/20,4/30/20,1,$25.00,$25.00
25517,4/14/21,4/14/21,1,$100.00,$100.00
25530,12/14/17,12/14/17,1,$25.00,$25.00
25547,12/13/11,12/13/11,1,$25.00,$25.00
25557,11/24/20,11/24/20,1,$25.00,$25.00
2560,11/6/23,11/6/23,1,$5.00,$5.00
25600,5/23/23,5/23/23,1,$20.00,$20.00
25601,5/25/23,5/25/23,1,$50.00,$50.00
2562,12/25/20,12/25/20,1,$100.00,$100.00
25639,4/30/20,4/30/20,1,$10.00,$10.00
25818,7/27/19,7/27/19,1,$25.00,$25.00
25823,3/19/24,3/19/24,1,$25.00,$25.00
25826,5/12/20,5/12/20,1,$10.00,$10.00
25831,5/31/23,5/31/23,1,$20.00,$20.00
25882,3/20/20,3/20/20,1,$25.00,$25.00
25901,9/27/23,9/27/23,1,$35.00,$35.00
25962,11/28/23,11/28/23,1,$150.00,$150.00
26035,12/11/20,12/11/20,1,$50.00,$50.00
26059,3/29/20,3/29/20,1,$10.00,$10.00
26161,4/30/20,4/30/20,1,$25.00,$25.00
26206,6/6/20,6/6/20,1,$100.00,$100.00
26250,12/17/17,12/17/17,1,$25.00,$25.00
26275,11/19/13,11/19/13,1,$5.00,$5.00
26282,3/31/24,3/31/24,1,$30.00,$30.00
26283,3/22/24,3/22/24,1,$50.00,$50.00
26372,4/30/20,4/30/20,1,$50.00,$50.00
26400,12/21/23,12/21/23,1,$250.00,$250.00
26408,12/22/23,12/22/23,1,$25.00,$25.00
26425,12/20/23,12/20/23,1,$20.00,$20.00
26426,11/29/23,11/29/23,1,$15.00,$15.00
2652,11/2/23,11/2/23,1,$100.00,$100.00
26525,10/16/23,10/16/23,1,$25.00,$25.00
26534,3/9/11,3/9/11,1,$25.00,$25.00
26588,3/8/24,3/8/24,1,$19.00,$19.00
26624,4/28/20,4/28/20,1,$25.00,$25.00
2663,12/31/23,12/31/23,1,$50.00,$50.00
26710,9/11/23,9/11/23,1,$100.00,$100.00
26719,11/28/23,11/28/23,1,$35.00,$35.00
27009,4/30/20,4/30/20,1,$25.00,$25.00
27014,4/11/24,4/11/24,1,$20.00,$20.00
27043,4/24/24,4/24/24,1,$25.00,$25.00
27046,4/21/22,4/21/22,1,$20.00,$20.00
27113,3/12/24,3/12/24,1,$33.33,$33.33
27208,3/29/20,3/29/20,1,$25.00,$25.00
27229,9/21/10,9/21/10,1,$25.00,$25.00
27239,10/11/16,10/11/16,1,$20.00,$20.00
27261,3/29/20,3/29/20,1,$40.00,$40.00
27311,12/17/08,12/17/08,1,$40.00,$40.00
27314,12/11/23,12/11/23,1,"$2,000.00","$2,000.00"
27325,9/15/15,9/15/15,1,$25.00,$25.00
27374,4/26/20,4/26/20,1,$100.00,$100.00
2743 DN,10/15/23,10/15/23,1,$25.00,$25.00
27505,4/5/10,4/5/10,1,$30.00,$30.00
27508,5/18/10,5/18/10,1,$20.00,$20.00
27509,3/15/12,3/15/12,1,$15.00,$15.00
27512,3/30/20,3/30/20,1,$200.00,$200.00
27541,8/6/15,8/6/15,1,$10.00,$10.00
27553,9/17/23,9/17/23,1,$5.00,$5.00
27559,5/10/20,5/10/20,1,$100.00,$100.00
27563,7/4/20,7/4/20,1,$50.00,$50.00
27589,11/10/23,11/10/23,1,$5.00,$5.00
27602,2/20/24,2/20/24,1,$250.00,$250.00
2761,4/16/20,4/16/20,1,$100.00,$100.00
27623,12/1/20,12/1/20,1,$10.00,$10.00
27658,5/14/23,5/14/23,1,$20.00,$20.00
27675,4/25/20,4/25/20,1,$50.00,$50.00
27702,12/31/23,12/31/23,1,$5.00,$5.00
2775-524,5/14/23,5/14/23,1,$10.00,$10.00
27842,3/28/24,3/28/24,1,$100.00,$100.00
27843,4/10/20,4/10/20,1,$5.00,$5.00
27856,12/15/20,12/15/20,1,$200.00,$200.00
27874,4/6/20,4/6/20,1,$50.00,$50.00
27884,6/4/20,6/4/20,1,$25.00,$25.00
27910,12/15/20,12/15/20,1,$25.00,$25.00
27915,12/17/20,12/17/20,1,$500.00,$500.00
27917,10/27/23,10/27/23,1,$20.00,$20.00
27919,9/10/23,9/10/23,1,$5.00,$5.00
27920,9/11/23,9/11/23,1,$20.00,$20.00
27935,10/14/23,10/14/23,1,$10.00,$10.00
27937,10/27/23,10/27/23,1,$10.00,$10.00
27939,10/21/23,10/21/23,1,$25.00,$25.00
27959,5/15/11,5/15/11,1,$25.00,$25.00
27964,3/29/20,3/29/20,1,$100.00,$100.00
27980,5/26/23,5/26/23,1,$20.00,$20.00
28002,1/16/24,1/16/24,1,$20.00,$20.00
28032,11/10/23,11/10/23,1,$500.00,$500.00
28033,12/15/20,12/15/20,1,$25.00,$25.00
2804,8/4/23,8/4/23,1,"$1,000.00","$1,000.00"
2806 TW,4/7/24,4/7/24,1,$12.00,$12.00
28071,1/26/21,1/26/21,1,$25.00,$25.00
28090,4/10/20,4/10/20,1,$100.00,$100.00
28135,8/23/19,8/23/19,1,$20.00,$20.00
2814,11/14/23,11/14/23,1,$5.00,$5.00
28145,4/30/20,4/30/20,1,$25.00,$25.00
28222,11/29/22,11/29/22,1,$25.00,$25.00
28247,4/10/20,4/10/20,1,$250.00,$250.00
28266,12/9/16,12/9/16,1,$25.00,$25.00
28331,2/17/21,2/17/21,1,"$2,000.00","$2,000.00"
28333,4/26/24,4/26/24,1,$20.00,$20.00
28340,10/31/23,10/31/23,1,$20.00,$20.00
28341,11/14/18,11/14/18,1,$5.00,$5.00
28351,4/2/20,4/2/20,1,$25.00,$25.00
28371,5/1/20,5/1/20,1,$10.00,$10.00
28372,11/28/23,11/28/23,1,$25.00,$25.00
28383,4/2/20,4/2/20,1,$50.00,$50.00
28385,5/16/12,5/16/12,1,$20.00,$20.00
28388,5/28/23,5/28/23,1,$50.00,$50.00
28392,12/24/20,12/24/20,1,$25.00,$25.00
28402,11/23/12,11/23/12,1,"$1,000.00","$1,000.00"
28406,3/3/21,3/3/21,1,$25.00,$25.00
2841,10/25/23,10/25/23,1,$50.00,$50.00
28421,3/28/20,3/28/20,1,$25.00,$25.00
28432,8/27/11,8/27/11,1,$25.00,$25.00
28433,3/5/24,3/5/24,1,$25.00,$25.00
28441,1/15/21,1/15/21,1,$20.00,$20.00
28450,10/27/23,10/27/23,1,$25.00,$25.00
28502,2/24/16,2/24/16,1,$20.00,$20.00
28510,12/26/21,12/26/21,1,$250.00,$250.00
28512,3/29/20,3/29/20,1,$100.00,$100.00
28515,5/10/20,5/10/20,1,$50.00,$50.00
28521,3/28/20,3/28/20,1,$20.00,$20.00
28523,7/23/23,7/23/23,1,$25.00,$25.00
28556,10/6/23,10/6/23,1,$25.00,$25.00
28582,11/28/23,11/28/23,1,$100.00,$100.00
28585,3/27/20,3/27/20,1,$25.00,$25.00
28624,4/17/20,4/17/20,1,$500.00,$500.00
28651,11/4/23,11/4/23,1,$20.00,$20.00
28660,6/23/23,6/23/23,1,$20.00,$20.00
28663,12/23/18,12/23/18,1,$25.00,$25.00
28669,4/28/20,4/28/20,1,$20.00,$20.00
28680,12/5/14,12/5/14,1,$111.00,$111.00
28683,12/15/20,12/15/20,1,$500.00,$500.00
28684,12/1/20,12/1/20,1,$600.00,$600.00
28685,2/24/24,2/24/24,1,$30.00,$30.00
28692,9/1/23,9/1/23,1,$25.00,$25.00
28698,10/24/23,10/24/23,1,$25.00,$25.00
28726,8/19/20,8/19/20,1,$20.00,$20.00
28729,5/3/20,5/3/20,1,$100.00,$100.00
28735,9/1/23,9/1/23,1,$50.00,$50.00
28747,12/3/20,12/3/20,1,$50.00,$50.00
2875,1/1/21,1/1/21,1,$21.00,$21.00
28757,11/22/17,11/22/17,1,$25.00,$25.00
2876,12/1/20,12/1/20,1,$100.00,$100.00
28766,12/13/23,12/13/23,1,$100.00,$100.00
28775,11/29/23,11/29/23,1,$50.00,$50.00
28781,3/18/13,3/18/13,1,$10.00,$10.00
28802,10/20/23,10/20/23,1,$25.00,$25.00
28902,5/16/11,5/16/11,1,$25.00,$25.00
29003,3/7/24,3/7/24,1,$18.00,$18.00
29006,8/17/23,8/17/23,1,$10.00,$10.00
29009,8/29/23,8/29/23,1,$25.00,$25.00
29010,3/29/20,3/29/20,1,$25.00,$25.00
29055,12/30/23,12/30/23,1,$225.00,$225.00
29058,1/29/21,1/29/21,1,$25.00,$25.00
29069,5/5/20,5/5/20,1,$100.00,$100.00
29101,7/13/23,7/13/23,1,$50.00,$50.00
29105,11/11/14,11/11/14,1,$15.00,$15.00
29107,11/7/23,11/7/23,1,$20.00,$20.00
29126,5/13/23,5/13/23,1,$25.00,$25.00
29142,5/1/20,5/1/20,1,$100.00,$100.00
29152,1/8/22,1/8/22,1,$500.00,$500.00
29172,12/8/17,12/8/17,1,$20.00,$20.00
29178,9/4/23,9/4/23,1,$10.00,$10.00
29208,3/26/20,3/26/20,1,$500.00,$500.00
29340,4/9/20,4/9/20,1,$100.00,$100.00
29342,12/3/20,12/3/20,1,$25.00,$25.00
29372,3/29/20,3/29/20,1,$250.00,$250.00
29376,3/29/20,3/29/20,1,$50.00,$50.00
29402,12/15/20,12/15/20,1,$25.00,$25.00
29426,4/9/20,4/9/20,1,$50.00,$50.00
29453,12/15/20,12/15/20,1,$25.00,$25.00
29458,3/29/20,3/29/20,1,$500.00,$500.00
29474,6/19/23,6/19/23,1,$25.00,$25.00
29488,5/1/20,5/1/20,1,$10.00,$10.00
29502,3/29/20,3/29/20,1,$250.00,$250.00
29540,12/18/20,12/18/20,1,$50.00,$50.00
29541,9/24/21,9/24/21,1,$10.00,$10.00
29546,10/6/23,10/6/23,1,$10.00,$10.00
29555,5/18/24,5/18/24,1,$20.00,$20.00
29565,5/24/20,5/24/20,1,$10.00,$10.00
29570,3/12/12,3/12/12,1,$15.00,$15.00
29574,5/24/20,5/24/20,1,$100.00,$100.00
29581,4/30/20,4/30/20,1,$25.00,$25.00
29587,4/6/20,4/6/20,1,$25.00,$25.00
29606,4/30/20,4/30/20,1,$10.00,$10.00
29616,12/6/17,12/6/17,1,$15.00,$15.00
29652,11/28/23,11/28/23,1,$100.00,$100.00
29679,3/29/20,3/29/20,1,$50.00,$50.00
29684,8/14/23,8/14/23,1,$20.00,$20.00
29697,5/13/20,5/13/20,1,$20.00,$20.00
29717,9/22/23,9/22/23,1,$20.00,$20.00
29718,5/18/23,5/18/23,1,$5.00,$5.00
29726,9/25/14,9/25/14,1,$100.00,$100.00
29744,4/16/20,4/16/20,1,$500.00,$500.00
29817,3/29/12,3/29/12,1,$35.00,$35.00
29851,12/14/18,12/14/18,1,$25.00,$25.00
29943,2/6/20,2/6/20,1,$20.00,$20.00
29945,11/16/19,11/16/19,1,$25.00,$25.00
30031,5/28/20,5/28/20,1,$50.00,$50.00
30072,3/17/20,3/17/20,1,$10.00,$10.00
30091,3/23/21,3/23/21,1,$10.00,$10.00
30118,8/8/22,8/8/22,1,$20.00,$20.00
30139,4/12/24,4/12/24,1,$5.00,$5.00
30147,5/10/20,5/10/20,1,$50.00,$50.00
30177,5/6/20,5/6/20,1,$25.00,$25.00
30182,1/29/21,1/29/21,1,$10.00,$10.00
30184,6/11/23,6/11/23,1,$20.00,$20.00
30185,5/5/23,5/5/23,1,$20.00,$20.00
30200,9/25/23,9/25/23,1,$5.00,$5.00
302004,8/27/23,8/27/23,1,$5.00,$5.00
30284,2/22/21,2/22/21,1,$50.00,$50.00
30321,12/31/23,12/31/23,1,$250.00,$250.00
30322,2/9/24,2/9/24,1,$37.00,$37.00
30325,11/24/21,11/24/21,1,$25.00,$25.00
3034,12/19/08,12/19/08,1,$15.00,$15.00
30358,10/6/23,10/6/23,1,$10.00,$10.00
30434,5/16/24,5/16/24,1,$50.00,$50.00
3047,11/26/23,11/26/23,1,$50.00,$50.00
30473,10/13/13,10/13/13,1,$25.00,$25.00
30511,4/7/24,4/7/24,1,$25.00,$25.00
30530,5/1/20,5/1/20,1,$10.00,$10.00
30535,5/18/23,5/18/23,1,$10.00,$10.00
30538,12/30/23,12/30/23,1,$300.00,$300.00
30543,10/17/23,10/17/23,1,$15.00,$15.00
30547,12/7/20,12/7/20,1,$50.00,$50.00
30564,11/27/19,11/27/19,1,$100.00,$100.00
30624,4/27/16,4/27/16,1,$20.00,$20.00
30633,7/10/14,7/10/14,1,$50.00,$50.00
30662,5/4/20,5/4/20,1,$10.00,$10.00
30730,4/25/20,4/25/20,1,$50.00,$50.00
30733,4/6/20,4/6/20,1,$25.00,$25.00
30738,5/10/20,5/10/20,1,$25.00,$25.00
30757,9/20/21,9/20/21,1,$50.00,$50.00
30816,4/30/20,4/30/20,1,$100.00,$100.00
3084,4/29/20,4/29/20,1,$100.00,$100.00
30851,9/29/23,9/29/23,1,$25.00,$25.00
309000,12/6/23,12/6/23,1,$400.00,$400.00
30905,10/9/23,10/9/23,1,$100.00,$100.00
30919,12/15/20,12/15/20,1,$25.00,$25.00
31018,10/13/23,10/13/23,1,$5.00,$5.00
31020,4/11/20,4/11/20,1,$50.00,$50.00
31058,5/17/23,5/17/23,1,$18.00,$18.00
31068,12/29/20,12/29/20,1,$61.00,$61.00
31077,11/23/20,11/23/20,1,$50.00,$50.00
31087,12/23/07,12/23/07,1,$25.00,$25.00
31090,11/28/20,11/28/20,1,$25.00,$25.00
31091,9/14/09,9/14/09,1,$25.00,$25.00
31094,2/9/21,2/9/21,1,$150.00,$150.00
31096,11/29/22,11/29/22,1,$10.00,$10.00
31202,5/10/20,5/10/20,1,$25.00,$25.00
31208,3/7/13,3/7/13,1,$25.00,$25.00
31301,10/14/23,10/14/23,1,$25.00,$25.00
3131 BM,2/2/24,2/2/24,1,$100.00,$100.00
31403,12/3/19,12/3/19,1,$25.00,$25.00
31408,8/6/15,8/6/15,1,$50.00,$50.00
31421,2/5/24,2/5/24,1,$25.00,$25.00
3149,11/30/23,11/30/23,1,$50.00,$50.00
3153,11/29/23,11/29/23,1,$10.00,$10.00
31557,7/17/15,7/17/15,1,$40.00,$40.00
31563,10/31/23,10/31/23,1,$25.00,$25.00
31565,3/29/20,3/29/20,1,$50.00,$50.00
31566,5/11/20,5/11/20,1,$10.00,$10.00
31639,9/13/12,9/13/12,1,$10.00,$10.00
31649,1/23/24,1/23/24,1,$25.00,$25.00
3170,10/15/23,10/15/23,1,$5.00,$5.00
31711,11/1/23,11/1/23,1,$5.00,$5.00
31730,4/30/20,4/30/20,1,$25.00,$25.00
3175,3/30/24,3/30/24,1,$12.00,$12.00
31801,4/10/19,4/10/19,1,$18.00,$18.00
31803,5/31/15,5/31/15,1,$15.00,$15.00
31806,3/27/20,3/27/20,1,$100.00,$100.00
31807,9/24/21,9/24/21,1,$28.00,$28.00
31810,9/5/23,9/5/23,1,$50.00,$50.00
31822,11/26/23,11/26/23,1,$35.00,$35.00
31826,1/10/21,1/10/21,1,$200.00,$200.00
32083,11/19/20,11/19/20,1,$250.00,$250.00
32087,5/1/20,5/1/20,1,$100.00,$100.00
32096,4/19/20,4/19/20,1,$25.00,$25.00
32212,12/25/23,12/25/23,1,$100.00,$100.00
3223,7/20/17,7/20/17,1,$5.00,$5.00
32236,1/12/21,1/12/21,1,$25.00,$25.00
3224,12/23/16,12/23/16,1,$50.00,$50.00
3225,12/28/17,12/28/17,1,$100.00,$100.00
32315,12/12/23,12/12/23,1,$25.00,$25.00
32316,1/10/20,1/10/20,1,$20.00,$20.00
32340,3/12/24,3/12/24,1,$25.00,$25.00
3240,12/13/14,12/13/14,1,$25.00,$25.00
32443,10/29/17,10/29/17,1,$25.00,$25.00
3247,12/15/20,12/15/20,1,$100.00,$100.00
32535,4/17/21,4/17/21,1,$10.00,$10.00
32544,5/1/20,5/1/20,1,$50.00,$50.00
32549,9/5/23,9/5/23,1,$25.00,$25.00
32603,12/24/23,12/24/23,1,$100.00,$100.00
32616,12/4/09,12/4/09,1,$25.00,$25.00
32617,4/10/24,4/10/24,1,$100.00,$100.00
32621,4/8/24,4/8/24,1,$35.00,$35.00
32639,12/30/09,12/30/09,1,$18.00,$18.00
32664,5/16/24,5/16/24,1,$10.00,$10.00
32706,11/18/23,11/18/23,1,$100.00,$100.00
32709,8/24/11,8/24/11,1,$10.00,$10.00
32752,9/13/18,9/13/18,1,$20.00,$20.00
32777,12/17/23,12/17/23,1,$500.00,$500.00
32781,8/1/23,8/1/23,1,$20.00,$20.00
32830,10/1/20,10/1/20,1,$100.00,$100.00
3284,12/24/20,12/24/20,1,$50.00,$50.00
32853,12/31/13,12/31/13,1,$50.00,$50.00
32855,7/27/21,7/27/21,1,$50.00,$50.00
32856,6/19/21,6/19/21,1,$101.00,$101.00
32857,3/30/20,3/30/20,1,$50.00,$50.00
32868,12/23/21,12/23/21,1,$25.00,$25.00
3287,11/21/20,11/21/20,1,$100.00,$100.00
32872,11/18/19,11/18/19,1,$25.00,$25.00
32911,5/9/23,5/9/23,1,$25.00,$25.00
32925,3/29/20,3/29/20,1,$25.00,$25.00
32959,10/26/19,10/26/19,1,$20.00,$20.00
33017,5/10/20,5/10/20,1,$50.00,$50.00
33041,1/23/19,1/23/19,1,$20.00,$20.00
33081,2/8/15,2/8/15,1,$20.00,$20.00
33101,5/12/20,5/12/20,1,$10.00,$10.00
33152,1/6/22,1/6/22,1,$20.00,$20.00
33167,4/2/24,4/2/24,1,$15.00,$15.00
33192,10/30/23,10/30/23,1,$25.00,$25.00
33234,1/27/17,1/27/17,1,$20.00,$20.00
33243,5/12/20,5/12/20,1,$24.00,$24.00
33280,11/18/23,11/18/23,1,$50.00,$50.00
33320,12/19/17,12/19/17,1,$25.00,$25.00
33346,9/5/22,9/5/22,1,$100.00,$100.00
33419,12/31/15,12/31/15,1,$15.00,$15.00
33422,10/30/23,10/30/23,1,$20.00,$20.00
33474,5/3/20,5/3/20,1,$500.00,$500.00
33476,10/28/23,10/28/23,1,$20.00,$20.00
33482,8/7/20,8/7/20,1,$50.00,$50.00
33500,12/26/23,12/26/23,1,$75.00,$75.00
3350027,12/12/23,12/12/23,1,$10.00,$10.00
33508,11/28/17,11/28/17,1,$10.00,$10.00
33526,10/4/17,10/4/17,1,$20.00,$20.00
33567,12/4/23,12/4/23,1,$10.00,$10.00
33568,11/9/18,11/9/18,1,$25.00,$25.00
33575,3/31/20,3/31/20,1,$15.00,$15.00
33587,9/26/17,9/26/17,1,$24.00,$24.00
33620,3/13/24,3/13/24,1,$5.00,$5.00
33646,12/16/19,12/16/19,1,$25.00,$25.00
33673,8/23/06,8/23/06,1,$100.00,$100.00
33687,4/27/23,4/27/23,1,$40.07,$40.07
33732,5/10/20,5/10/20,1,$50.00,$50.00
33734,4/22/20,4/22/20,1,$500.00,$500.00
33758,8/29/21,8/29/21,1,$10.00,$10.00
33804,4/3/24,4/3/24,1,$50.00,$50.00
33826,12/8/23,12/8/23,1,$25.00,$25.00
33849,3/24/22,3/24/22,1,$75.00,$75.00
33857,12/31/16,12/31/16,1,$25.00,$25.00
33876,3/2/24,3/2/24,1,$25.00,$25.00
33890,2/29/16,2/29/16,1,$20.00,$20.00
33922,12/9/23,12/9/23,1,$55.00,$55.00
33927,5/25/15,5/25/15,1,$20.00,$20.00
33938,4/2/20,4/2/20,1,"$1,000.00","$1,000.00"
33944,2/5/19,2/5/19,1,$20.00,$20.00
34004,11/17/09,11/17/09,1,$25.00,$25.00
34030,5/2/20,5/2/20,1,$250.00,$250.00
34055,4/8/20,4/8/20,1,$50.00,$50.00
34078,8/22/20,8/22/20,1,$100.00,$100.00
34106,11/15/23,11/15/23,1,$15.00,$15.00
34284,4/30/20,4/30/20,1,$100.00,$100.00
34423,12/15/23,12/15/23,1,$100.00,$100.00
34451,10/8/18,10/8/18,1,$50.00,$50.00
34460,8/12/23,8/12/23,1,$50.00,$50.00
34498,11/21/17,11/21/17,1,$25.00,$25.00
34567,4/25/24,4/25/24,1,$5.00,$5.00
3457,4/25/20,4/25/20,1,$15.00,$15.00
34611,5/10/20,5/10/20,1,$25.00,$25.00
34682,1/2/24,1/2/24,1,$330.00,$330.00
34734,5/28/22,5/28/22,1,$100.00,$100.00
35042,11/2/23,11/2/23,1,$150.00,$150.00
35072,2/21/24,2/21/24,1,$25.00,$25.00
35083,2/22/24,2/22/24,1,$227.35,$227.35
35114,12/2/20,12/2/20,1,$100.00,$100.00
35127,10/15/23,10/15/23,1,$20.00,$20.00
35128,12/18/17,12/18/17,1,$20.00,$20.00
35148,3/29/20,3/29/20,1,$100.00,$100.00
35186,11/28/23,11/28/23,1,$100.00,$100.00
35218,11/14/14,11/14/14,1,$25.00,$25.00
35220,7/27/22,7/27/22,1,$20.00,$20.00
35234,4/9/20,4/9/20,1,$25.00,$25.00
35238,4/24/20,4/24/20,1,$250.00,$250.00
35441,3/21/23,3/21/23,1,$50.00,$50.00
35442,1/24/21,1/24/21,1,$20.00,$20.00
35444,3/29/20,3/29/20,1,$25.00,$25.00
35446,11/13/14,11/13/14,1,$25.00,$25.00
35466,3/5/24,3/5/24,1,$20.00,$20.00
35474,1/2/24,1/2/24,1,$25.00,$25.00
35487,11/13/23,11/13/23,1,$85.00,$85.00
35501,4/8/24,4/8/24,1,$5.00,$5.00
35541,4/10/20,4/10/20,1,$100.00,$100.00
35543,4/5/24,4/5/24,1,$20.00,$20.00
35574,9/1/23,9/1/23,1,$100.00,$100.00
35581,4/24/20,4/24/20,1,$100.00,$100.00
35616,4/2/24,4/2/24,1,$20.00,$20.00
35648,12/9/23,12/9/23,1,$255.00,$255.00
35671,11/28/23,11/28/23,1,$100.00,$100.00
3574,1/27/21,1/27/21,1,$20.00,$20.00
35808,12/24/20,12/24/20,1,$100.00,$100.00
3581,1/9/24,1/9/24,1,$18.00,$18.00
35815,12/28/10,12/28/10,1,"$3,000.00","$3,000.00"
3582,5/17/23,5/17/23,1,$20.00,$20.00
3590,12/7/09,12/7/09,1,$50.00,$50.00
35905,5/5/20,5/5/20,1,$50.00,$50.00
3593,6/12/23,6/12/23,1,$5.00,$5.00
35951,1/12/18,1/12/18,1,$20.00,$20.00
35981,4/2/15,4/2/15,1,$11.00,$11.00
360 01,9/5/23,9/5/23,1,$5.00,$5.00
36010,10/14/23,10/14/23,1,$25.00,$25.00
36026,10/30/23,10/30/23,1,$36.00,$36.00
36039,2/10/20,2/10/20,1,$20.00,$20.00
36049,7/4/20,7/4/20,1,$20.00,$20.00
36075,11/12/14,11/12/14,1,$15.00,$15.00
36080,12/31/23,12/31/23,1,$100.00,$100.00
36107,12/10/14,12/10/14,1,$50.00,$50.00
36255,11/19/21,11/19/21,1,$20.00,$20.00
36260,4/9/20,4/9/20,1,$20.00,$20.00
36274,1/14/21,1/14/21,1,$20.00,$20.00
36312,8/11/23,8/11/23,1,$35.00,$35.00
36323,11/2/23,11/2/23,1,$30.00,$30.00
36352,6/3/16,6/3/16,1,$15.00,$15.00
36353,11/27/14,11/27/14,1,$10.00,$10.00
36360,5/18/20,5/18/20,1,$50.00,$50.00
36401,5/10/20,5/10/20,1,$25.00,$25.00
36420,9/11/23,9/11/23,1,$25.00,$25.00
36436,9/26/23,9/26/23,1,$10.00,$10.00
36441,12/7/16,12/7/16,1,$25.00,$25.00
36456,12/8/20,12/8/20,1,$100.00,$100.00
36518,5/29/18,5/29/18,1,$100.00,$100.00
36522,10/6/23,10/6/23,1,$50.00,$50.00
36533,4/22/20,4/22/20,1,$100.00,$100.00
36618,5/1/15,5/1/15,1,$25.00,$25.00
36685,5/10/20,5/10/20,1,$100.00,$100.00
36702,11/29/23,11/29/23,1,$25.00,$25.00
36738,9/20/23,9/20/23,1,$20.00,$20.00
36748,12/9/23,12/9/23,1,$25.00,$25.00
36765,10/10/23,10/10/23,1,$10.00,$10.00
36769,12/22/23,12/22/23,1,$35.00,$35.00
36773,1/28/17,1/28/17,1,$25.00,$25.00
36786,8/17/23,8/17/23,1,$50.00,$50.00
36852,3/29/20,3/29/20,1,$50.00,$50.00
36866,12/30/23,12/30/23,1,$100.00,$100.00
36922,12/16/20,12/16/20,1,$250.00,$250.00
37012,3/7/24,3/7/24,1,$50.00,$50.00
37024,12/29/23,12/29/23,1,"$5,000.00","$5,000.00"
37047,4/9/15,4/9/15,1,$15.00,$15.00
37048,12/14/23,12/14/23,1,$25.00,$25.00
37050,8/12/23,8/12/23,1,$30.00,$30.00
37088,7/16/20,7/16/20,1,$25.00,$25.00
37121,4/16/24,4/16/24,1,$100.00,$100.00
37132,4/17/20,4/17/20,1,$19.08,$19.08
37144,7/15/21,7/15/21,1,$25.00,$25.00
37145,3/29/20,3/29/20,1,$100.00,$100.00
37153,8/28/20,8/28/20,1,$50.00,$50.00
37183,6/30/09,6/30/09,1,$175.00,$175.00
37202,2/27/21,2/27/21,1,$10.00,$10.00
37224,11/23/23,11/23/23,1,$50.00,$50.00
37229,12/13/17,12/13/17,1,$50.00,$50.00
37235,11/28/23,11/28/23,1,$25.00,$25.00
37306,6/5/07,6/5/07,1,$25.00,$25.00
37324,11/27/18,11/27/18,1,$10.00,$10.00
37328,10/22/20,10/22/20,1,$25.00,$25.00
